,RESP,ECG,BP
0,0.07568359375,-0.0634765625,0.32958984375
1,0.07568359375,-0.06103515625,0.32958984375
2,0.0830078125,-0.05615234375,0.3271484375
3,0.0830078125,-0.06103515625,0.3271484375
4,0.087890625,-0.07568359375,0.3271484375
5,0.08544921875,-0.06103515625,0.3271484375
6,0.0927734375,-0.04638671875,0.32470703125
7,0.0927734375,-0.048828125,0.32470703125
8,0.10009765625,-0.06591796875,0.3271484375
9,0.10009765625,-0.0634765625,0.32470703125
10,0.107421875,-0.048828125,0.32470703125
11,0.10498046875,-0.048828125,0.32470703125
12,0.107421875,-0.0634765625,0.322265625
13,0.1123046875,-0.05859375,0.322265625
14,0.1171875,-0.0390625,0.322265625
15,0.11962890625,-0.0390625,0.31982421875
16,0.12451171875,-0.05126953125,0.31982421875
17,0.126953125,-0.048828125,0.3173828125
18,0.1318359375,-0.0244140625,0.31494140625
19,0.13427734375,-0.01220703125,0.31494140625
20,0.13671875,-0.01953125,0.3173828125
21,0.1416015625,-0.0244140625,0.3173828125
22,0.1416015625,-0.009765625,0.31494140625
23,0.14892578125,-0.00244140625,0.3125
24,0.15380859375,0.0,0.3125
25,0.15869140625,0.0048828125,0.31494140625
26,0.15625,0.0146484375,0.31005859375
27,0.16357421875,0.03173828125,0.31005859375
28,0.1611328125,0.029296875,0.3076171875
29,0.166015625,0.0341796875,0.31005859375
30,0.16357421875,0.05615234375,0.3076171875
31,0.1708984375,0.0634765625,0.3076171875
32,0.16845703125,0.07080078125,0.3076171875
33,0.1708984375,0.0732421875,0.31005859375
34,0.17333984375,0.1025390625,0.31005859375
35,0.17822265625,0.12939453125,0.31005859375
36,0.17578125,0.14892578125,0.31005859375
37,0.17822265625,0.15380859375,0.31494140625
38,0.17822265625,0.1806640625,0.3173828125
39,0.18310546875,0.22216796875,0.31982421875
40,0.18798828125,0.24169921875,0.322265625
41,0.19287109375,0.263671875,0.33203125
42,0.1953125,0.30029296875,0.33447265625
43,0.19775390625,0.33935546875,0.33935546875
44,0.2001953125,0.38818359375,0.3466796875
45,0.2001953125,0.400390625,0.35400390625
46,0.205078125,0.42724609375,0.36376953125
47,0.20263671875,0.48095703125,0.37109375
48,0.2099609375,0.5126953125,0.3759765625
49,0.21240234375,0.51513671875,0.38818359375
50,0.21728515625,0.5322265625,0.3955078125
51,0.21728515625,0.5712890625,0.40283203125
52,0.2197265625,0.595703125,0.41259765625
53,0.2197265625,0.6005859375,0.419921875
54,0.22216796875,0.61279296875,0.43212890625
55,0.22216796875,0.615234375,0.439453125
56,0.224609375,0.63232421875,0.44677734375
57,0.224609375,0.62255859375,0.4541015625
58,0.2294921875,0.5908203125,0.4638671875
59,0.23193359375,0.5615234375,0.47119140625
